"imdbId","tmdbId"
113198,15789
113303,27303
113089,21183
109771,10954
113199,47867
113234,43475
109906,72031
110057,14275
110005,1024
110066,17207
110116,13701
110006,14819
113360,32631
110099,11777
110148,628
113463,87729
110189,18713
110216,6280
113501,9061
113538,37108
113552,6071
76759,11
110367,9587
113670,19101
110296,49980
109731,17961
103994,18183
110322,4476
110443,11008
110365,47504
107566,32325
110391,43742
113691,28313
110428,11318
109836,3036
113755,40490
110538,24070
110516,8986
110527,10510
113808,17402
113896,38722
113870,8438
110684,11593
110638,1945
113967,39310
106402,56428
110671,131957
110632,241
110737,9058
110729,527
114151,18220
114069,6950
110413,101
114113,63020
114210,2307
110912,680
110889,40156
110932,11450
114129,30304
110963,10452
114214,12106
114296,161495
110907,3586
111495,110
108394,108
111507,109
110769,159185
114571,28033
111333,22586
111112,14334
111255,2636
111282,2164
111070,11395
111161,278
111149,9905
108260,87078
106966,12527
114594,20306
111309,36614
113936,27993
110081,31439
114614,9067
114608,9059
111280,193
114609,25066
111454,46797
114852,12122
114694,11381
111590,32636
114788,36141
114888,95963
108550,1587
114857,9271
114924,2064
111667,19855
109655,60855
110598,236
112435,48287
109040,3049
109045,2759
106339,12635
104779,10497
109348,11382
109444,9331
109446,10731
109484,10464
109504,34152
109506,9495
109450,29973
109813,888
109830,13
109831,712
113305,16295
110093,10879
110167,10660
110213,10714
107472,41647
110357,8587
107426,1689
111686,11596
110475,854
110478,9359
110588,23333
110622,36593
110771,12280
110950,2788
105226,10427
110989,11011
111054,49803
110997,8987
111257,1637
111256,15128
111438,8831
111503,36955
111693,10449
111742,10395
111756,12160
112443,40480
110399,26352
112570,39953
109454,41580
59170,315
110186,22067
108069,18242
111301,11667
113827,226229
110027,8011
113409,2654
109021,18069
109035,19092
106220,2758
106226,10436
109068,13595
109067,46094
106292,9409
109198,11853
109219,16771
106379,46924
106400,11041
109254,306
109279,14522
109297,26203
109303,178
109305,19819
109306,57834
106452,4722
106471,18215
106489,1607
109361,26391
106519,6075
109439,11310
109443,18658
106582,9350
106598,9612
109456,2124
109480,26261
109493,19176
106660,49299
106673,11566
106677,9571
106697,9739
109729,24257
106834,34444
106873,26141
106332,10997
109783,50463
106881,10443
106880,20239
111732,16297
106926,18551
111712,25440
106941,9024
106918,37233
106965,1634
109842,13815
106977,5503
107004,35588
109890,2087
109891,41579
109913,18620
107057,4916
107076,2019
107096,31642
107144,9255
113674,26271
112966,10612
107151,2259
110064,16097
110074,11934
110097,106143
110123,12475
107206,9386
107207,7984
110137,59930
108551,15765
107286,6
107290,329
107302,10909
110265,507
107322,34024
110305,29918
107362,9593
107413,42580
110353,22317
107468,1413
107478,12121
107497,2246
107501,10502
107507,10440
107554,9516
116253,2320
74102,5879
111689,83718
107616,11971
107611,2625
107613,31911
107614,788
107653,21450
110657,11231
110678,10447
110687,31586
107756,9300
107808,9559
107818,9800
107822,713
107840,8291
107889,18133
111003,25557
110939,22588
110955,10872
107943,1245
110971,11858
107969,7007
111001,10467
107978,5550
107977,8005
107983,2088
105275,10412
108000,47889
108002,14534
105032,41878
108052,424
111094,35233
108065,14291
108071,11236
111127,11592
111143,8850
108101,10445
108122,695
111194,43535
111201,12519
108149,23210
108160,858
108162,867
83658,78
108186,13203
108174,10442
108238,11074
108255,9607
111323,17585
111400,9057
108328,20967
111418,10635
107688,9479
108333,10057
108358,11969
111488,41590
108399,319
108515,26408
110763,15139
107779,161158
110259,85247
114906,11446
107002,51980
109403,24405
104029,11655
107315,8223
106408,14587
110363,31504
111709,53185
107225,23637
111252,17600
110366,10897
109120,21352
110892,37345
112651,32562
107642,47507
112572,9066
99785,771
99653,251
103639,812
103064,280
99348,581
96895,268
102926,274
29583,408
101414,10020
32910,10895
100405,114
65214,576
110395,15477
112606,30528
117247,7300
112625,10824
116282,275
116552,25059
82509,11827
116514,8766
117283,23570
116684,47333
110374,54850
70506,51242
65421,10112
113083,4307
116165,32308
102855,88893
107471,52873
117891,28121
113613,12520
117381,1592
115837,36447
115509,19042
114671,38884
112844,47449
116275,41852
117608,9099
113448,2021
116414,61752
116095,10988
115956,10684
117060,954
117071,18989
117788,10801
116136,8840
116168,11107
54189,10363
116683,10539
116287,10543
116768,18414
116269,47502
114787,11902
112536,25087
48473,5801
52572,896
117128,3065
117705,2300
62711,8069
108181,27768
114307,221917
58898,8072
82206,35797
113443,33245
109491,124460
114048,27281
111613,105045
117104,40001
117688,29621
117774,20762
114736,37144
112604,48260
116289,12656
109593,38867
112368,25969
62952,753
115742,43634
117420,9103
115951,90214
117107,10990
117979,8866
95776,12233
115851,23449
116322,36355
112817,922
113362,11876
108500,11687
117108,9304
118114,
114103,
113270,73183
115963,9100
116448,20759
116827,46063
112701,32513
116508,36915
117500,9802
109592,21588
117998,664
115624,11867
113568,9323
117894,10280
117723,10535
112691,532
40366,26744
117768,16299
115571,10547
57012,935
113849,41007
113188,35645
42644,110465
109381,255546
109688,40751
110480,85778
108211,11101
117331,9826
117765,9879
113280,22621
116669,7095
116594,26890
113211,46732
116992,
63715,41225
117951,627
118523,32872
116629,602
117737,14553
116277,9566
116583,10545
115798,9894
116778,11543
116213,9268
113147,52059
117218,9327
106810,124306
116040,11228
116365,10779
116905,26748
116493,38223
117333,9294
118113,49963
117628,11363
117913,1645
115530,31546
115493,36344
116320,18550
116756,11511
116823,34170
117999,124645
118073,12606
49521,35206
110246,12632
115472,18975
116707,11962
116313,2925
114550,28628
117438,3595
116531,9308
117332,92381
116353,18555
115857,12123
117008,10830
116191,3573
115986,10546
116571,18862
53459,31417
117826,9431
108227,297645
111424,48144
113080,46986
117718,47907
116225,10061
112767,36266
115632,549
117918,10478
51980,116690
68646,238
104558,11134
114936,132641
114474,42758
115736,9303
115836,23945
116745,22479
119214,9054
109066,11985
110693,410921
106544,38955
120004,11015
116654,9306
116311,12559
117965,58770
115725,3587
115783,10723
113596,19004
109001,101230
113253,10987
117991,44705
117093,20318
111019,26933
35896,27854
32904,981
45152,872
43278,2769
50419,13320
54698,164
52357,426
47396,567
25316,3078
36855,13528
25164,28288
53125,213
53604,284
53291,239
56923,4808
34583,289
33870,963
58385,11113
47437,6620
46250,804
31580,26531
37059,909
32138,630
31381,770
84370,31044
43014,599
33467,15
62622,62
42192,705
32143,22490
32976,223
32484,25670
38787,303
38109,4174
50105,8356
48728,381
42451,20758
45537,29376
31725,1859
50658,18299
51658,17281
52126,64382
29843,10907
32762,32093
37008,1939
39420,22292
29162,3598
27125,3080
35446,198
28010,13562
49261,1712
48028,220
25878,3529
32599,3085
48960,2897
38650,1585
31679,3083
29947,900
34012,43795
17350,85638
38300,22688
27893,23114
32022,26378
41509,40206
39152,22356
26029,260
38235,43488
63350,10331
43265,488
46414,22733
51459,261
47162,57575
33891,32574
22879,22649
93229,39448
118927,52855
48491,39940
117357,85328
116329,11076
118742,63945
116442,58985
117011,10861
117039,1770
117473,44465
115678,18203
116830,9333
115847,47260
117603,9400
115438,9401
116259,11306
116421,9625
116000,10680
115862,6346
72653,18660
47977,35115
72951,14821
64603,14136
71607,10869
50798,22660
55277,19186
54195,31102
107131,6878
53271,15944
54357,18444
59793,20723
46672,173
106611,864
109127,24795
42332,11224
63819,81310
38166,15947
57546,9078
41890,29682
102798,8367
58331,433
33563,11360
76538,11114
66817,12335
43274,12092
82406,10948
116361,11229
59742,15121
95016,562
104692,10163
117582,47199
117589,11159
117887,9591
117924,30500
117791,41843
115640,10938
116908,11412
116409,10586
116913,42314
117958,27845
117202,23223
116404,49471
120107,38153
116722,25147
116242,9716
117509,454
117802,10218
117665,819
116714,56830
115491,11238
29546,31530
28757,66473
39286,28120
37101,1834
67992,252
55018,16372
70707,11561
66808,11302
95159,623
79470,583
84865,12614
68334,21711
59243,11575
61418,475
52027,11331
46912,521
113731,21202
92890,88
105236,500
91763,792
98627,8491
103772,402
101761,10537
104036,11386
104348,9504
84707,15764
83866,601
29992,25842
99371,2119
92099,744
48545,221
44081,702
115885,25750
117040,9305
117284,37616
115580,11112
116378,21612
117318,1630
117320,124837
82846,11816
72081,11843
101775,10379
96754,2756
80749,790
82340,1103
82533,11298
91288,4480
91480,4481
111357,
81375,10765
71853,762
116587,44497
117677,79306
118147,10548
108598,531
84589,4483
109781,18919
40427,31556
40723,26167
39881,26174
78875,659
69198,30892
110521,86369
60304,8074
115715,124676
116059,38554
115610,49763
99028,41326
103850,10608
95765,11216
97108,7452
109942,64567
101700,892
101765,1600
101811,26561
50825,975
99703,18129
102014,54405
120121,150823
116209,409
102426,38251
97937,10161
98724,1412
105107,41768
105488,10409
96257,14285
101026,2469
102370,10174
100332,31225
73486,510
78446,11455
80684,1891
93779,2493
82971,85
88846,68
90605,679
60196,429
94336,13446
50083,389
56172,947
66921,185
56592,595
78788,28
64116,335
86190,1892
93191,144
41959,1092
99685,769
78748,348
106308,766
95250,175
89881,11645
97202,10835
54215,539
80455,525
71562,240
93058,600
104361,530
97499,10705
86879,279
45061,3109
87843,311
81398,1578
75686,703
86197,9549
79944,1398
82096,387
70735,9277
67185,343
103130,37291
50976,490
85859,11235
88247,218
103873,763
97441,9665
100519,18971
79522,696
100150,379
97165,207
61722,37247
52311,1480
100263,9322
50212,826
56801,422
71315,829
43456,828
40897,3090
92610,9964
23969,3063
88794,13667
81505,694
92005,235
22100,832
92991,765
57115,5925
77416,11778
82269,4485
107048,137
105695,33
56218,982
100436,8428
36613,212
88763,105
101921,1633
66206,11202
90967,1554
94625,149
91203,8009
61512,903
99334,11673
72431,3034
102536,339
101640,10404
32553,914
32455,756
44706,288
38355,910
97493,2640
81534,16633
52618,665
88258,11031
85809,11314
94006,15143
97576,89
78841,10322
83987,783
96332,10644
91867,11257
89886,14370
84503,12104
87553,625
89606,8816
49223,830
97351,2323
73341,983
64115,642
87884,655
101458,10341
98635,639
116589,30180
117550,31388
116293,41801
116601,61536
103644,8077
82010,814
103678,41671
85159,27214
115535,52263
106262,33519
83550,16235
78767,11449
99030,41848
71233,25944
90655,24913
75704,49126
92632,32076
56869,571
51418,8851
82083,37843
101492,32146
37549,30346
103874,6114
26138,229
74258,13549
103919,9529
101540,1598
55824,11349
74285,7340
83722,6217
87800,377
13442,653
91651,28198
75005,794
115710,31640
115495,8744
117057,25189
115751,145
119791,2212
117731,199
117631,7863
117666,12498
116705,9279
117293,17204
117372,21539
117477,12709
115988,20539
115433,11674
110171,64900
99423,1573
79945,152
102975,174
98382,172
84726,154
88170,157
92007,168
103776,364
96487,11967
100994,9086
77631,621
84021,9037
100114,10173
117773,168535
105690,8845
73195,578
77766,579
85750,17692
117119,17795
116996,75
115906,13891
116695,9390
93822,378
94155,10896
105435,2322
115633,41240
116621,26949
116999,9819
116410,31908
119783,46027
115641,3179
112769,1802
117571,4232
104691,9361
117038,2928
116240,30285
116477,10549
118163,18451
117091,27265
118100,49935
116250,8818
117364,36758
67959,36040
117028,74239
119731,9415
116506,55146
119115,12145
120390,34314
112362,2892
116704,9404
120414,85242
118708,9622
119664,8860
110425,197537
106535,14832
118928,9619
106266,31000
106387,4104
119937,26306
109949,43775
119640,14908
116790,784
119225,12489
118111,16448
116754,55936
118691,17894
120238,28059
116565,58911
119887,17949
119141,1968
120357,61563
118548,66
120317,20735
120434,11419
120318,25796
116922,638
120036,25624
119008,9366
118750,21915
118859,18420
118702,19952
119432,9446
116743,28005
119951,9403
120053,10003
120152,9311
118064,11844
115964,884
116041,49806
119528,1624
120094,16052
118972,4477
118829,24662
118663,18423
116931,76996
120389,6499
119013,9405
119381,12723
118615,9360
119229,9434
116762,118991
116783,21626
118541,13982
113314,93946
119859,77223
120366,31465
120032,9611
120461,10357
115886,9977
118655,816
118771,2163
120383,31017
120479,49478
119109,12499
119116,18
119809,1811
116920,109614
120190,60082
119578,64802
117615,11239
120394,15321
118556,2058
115744,9450
118964,125021
119567,330
117359,38523
117561,16375
114303,45671
120373,17770
118880,1701
114134,26422
112951,124642
120179,1639
118688,415
119019,47686
120034,65889
119282,11970
119738,8874
105569,17991
115856,11956
57345,266
119094,754
116384,43771
119654,607
119848,18080
120512,38225
120133,17834
118884,686
119173,4421
82198,9387
119190,10603
118887,2142
119081,8413
120177,10336
118570,20737
119896,9413
119361,14585
119152,18519
118818,49462
118883,8834
118966,9458
120207,8854
120112,38295
119311,22073
119509,37244
119675,4961
119695,9416
119086,26180
119484,17832
118571,9772
118531,6072
99810,1669
102494,468
119465,32519
120197,108401
119360,10806
119051,9433
119874,6623
119488,2118
120102,978
119468,9437
120169,29461
120524,10351
120323,66588
119174,2649
119123,14289
120399,10155
119632,20457
118647,18355
120151,33657
120402,55306
119349,68924
120192,36434
118842,2255
119326,28353
119164,9427
116631,172545
119280,17589
119345,3597
118971,1813
120029,36797
119906,12628
119324,33344
119107,25099
120539,62422
119177,782
119095,29911
119891,9827
120529,251481
119535,8067
119080,45153
119210,10871
83131,10890
118689,1281
119592,9770
119832,12616
120275,34838
120490,14905
119527,14583
119978,11975
118749,4995
90329,9281
120201,563
107282,19931
120148,10215
119707,9823
120382,37165
120520,45609
119723,38904
119994,9407
119395,4824
118617,9444
120483,9414
118583,8078
112318,29938
118607,11831
118632,2895
118698,19601
118804,22797
118954,2639
119137,9574
119142,10371
119217,489
119303,9714
119668,8197
119715,6283
119819,49728
120082,4233
120255,10217
120338,597
120347,714
119925,9922
119314,547
120521,25994
119396,184
119485,9746
119718,9438
118715,115
118566,26941
119590,27103
119223,9410
118539,32302
120670,41417
120820,12538
120885,586
118929,2666
120478,54007
120696,11258
120693,9490
119099,9411
120122,25719
118643,9033
112913,11220
119815,21253
120185,6116
118956,9457
119734,39424
120008,11702
119784,12238
118747,11568
120888,11003
120184,10153
120782,30949
119822,2898
99939,9558
119656,320011
119594,26269
120873,11808
119574,47452
112619,18205
140282,36943
120661,21736
118744,17941
120241,10668
120744,9313
120769,42807
120890,617
125454,36568
120642,37272
119250,5910
119942,9440
120510,32911
124179,32456
120219,62695
120772,17127
120645,40688
119305,17133
120598,17644
124295,1774
120738,2157
120749,8838
120176,29193
120632,795
120728,16980
120773,27472
120765,47881
124718,9469
119196,12488
118819,267
120906,16148
119792,21252
118755,9449
118727,215373
120723,15513
120725,31220
138563,13907
117786,10622
120265,30020
119448,17139
118785,34582
120841,10216
120742,9771
120838,24560
141986,76330
120609,9448
118925,78373
119683,4415
120211,39467
118866,55561
120647,8656
120531,58680
119506,35796
120800,18937
120685,929
118798,9452
120669,1878
120777,9844
131436,40505
119053,14342
119313,9715
119375,26610
120401,40961
120787,1965
120828,6068
127723,15037
118894,50043
139362,37636
118849,21334
150290,416437
116141,32284
126938,51955
122529,37410
120762,10674
120902,846
126344,12655
118998,3050
120780,1389
73540,11020
120321,20862
118789,9464
120591,95
122151,944
123987,35680
122718,11551
138704,473
140688,102304
129387,544
52077,10513
18578,28966
19729,65203
20629,143
21746,42861
22958,33680
26752,12311
27698,43277
29146,43278
30993,34106
33729,43266
35093,27367
36872,17661
37884,28580
36868,887
39416,33667
40416,23383
41113,25430
44672,27191
45793,11426
47296,654
48356,15919
55614,1725
57590,5769
60665,874
61811,10633
63385,17917
64665,3116
67116,1051
75148,1366
79417,12102
81283,16619
82158,9443
86425,11050
89755,606
93389,746
95953,380
97239,403
65063,11485
67309,466
87995,13820
100142,15389
91369,13597
88847,2108
89686,10014
93629,10072
95742,10131
97981,10160
101917,11284
80761,4488
82418,9725
83972,9728
87298,9730
89173,9731
91080,10225
95179,10281
97388,10283
77651,948
82495,11281
85636,10676
95271,11357
97474,11361
81383,36599
93176,39929
98136,41828
105179,41769
94862,10585
99253,11186
103956,11187
84516,609
91778,11133
95889,10306
70047,9552
76009,11586
99528,11587
93409,941
97733,942
104714,943
87363,927
99700,928
89218,9340
120746,9342
119910,38509
117898,60033
70723,12101
17136,19
96874,165
99088,196
69113,551
76054,16084
54594,17984
78790,22328
54649,32611
34492,3170
47478,346
94947,859
87182,841
95497,11051
99674,242
102757,1411
119558,9769
134619,9424
120741,9835
120815,857
137386,17539
66728,22777
66811,20173
88814,10957
78869,9570
62737,16249
109287,13962
75807,14612
77305,19378
97053,65157
65566,29228
82199,19379
109520,11164
52722,18887
82263,40866
106868,24736
91059,10122
61715,24816
91149,9994
61749,25445
80861,12129
76137,14140
107120,10439
104437,11158
97523,9354
77698,28736
56095,34774
57180,37969
120768,9631
120783,9820
131857,14013
120687,96196
124115,98505
98213,1779
89853,10849
39689,678
59113,907
83922,5961
90203,47908
86423,42121
106273,2887
96734,11974
89126,20348
71910,26648
82736,11911
90756,793
89385,35144
61852,9325
53994,43037
48280,10340
97757,10144
104868,10414
104940,10437
104990,15300
55254,12230
89731,13380
46183,10693
81353,11335
100477,11135
76618,11319
78158,14822
107952,15969
89908,13155
102803,10249
75200,15943
53285,10882
86336,24808
57518,19762
38969,13850
88161,2619
111271,65158
19422,53565
111359,41841
84783,27332
84827,97
108265,10419
120694,11675
102250,2107
79367,6471
83798,9442
85894,11591
101969,13697
99697,19158
86066,227
87469,87
77869,123
87803,9314
85407,11336
91499,9980
107665,10657
85382,10489
87050,10823
96787,11497
101272,2907
120631,9454
120832,8688
120813,16155
80388,23954
77711,12761
61184,396
92513,14367
90305,11814
61584,16081
57372,18331
70016,15171
78480,11837
84649,11704
83791,11639
90633,4978
101329,10380
89469,11976
88128,15144
91790,11522
90060,11557
90848,13853
91223,11415
93220,37530
80801,8393
97443,11937
140796,21661
118661,9320
120703,33644
120831,14662
99763,10692
63522,805
88323,34584
100240,34636
80391,2182
94077,28070
119517,77469
124595,10278
120611,36647
120576,17915
118301,14557
120901,9417
119778,41469
95709,34637
94721,4011
40746,1580
74512,5854
68611,573
61107,5780
58329,506
51207,22527
49470,574
48750,11219
44079,845
42994,1978
120577,3682
119346,51942
123324,46702
119453,54795
96446,847
94226,117
120654,14577
119125,38621
42004,4175
39694,31667
37017,13321
36342,21734
35279,31997
33922,24197
34248,11462
31505,31995
30341,940
28212,12684
25452,8208
23285,15007
23395,36049
21165,31930
19702,543
17075,2760
128442,10220
123755,431
124879,22796
119934,22256
75040,37550
73817,37916
81207,21873
85346,21500
92699,12626
92537,37818
96463,3525
96166,129628
95593,2321
98258,2028
100212,16384
100134,91217
104412,10699
105629,11597
82172,218624
84938,47947
84472,48311
87810,44772
86973,14347
92225,41090
91680,18282
90583,18169
96073,11082
98625,5971
102558,11933
101523,20096
102469,30815
104257,881
107211,4478
120788,22318
120776,53113
120812,2109
118736,24746
120835,72987
122690,8195
146336,9877
118863,26618
126604,11855
100594,24016
109206,14785
63850,14794
80731,3486
47573,11071
84787,1091
105151,10403
81554,11337
99487,162
117276,25723
120587,8916
120823,28134
120770,9429
120889,12159
63462,30197
82517,10156
104952,10377
73440,3121
119577,4975
139615,37532
120701,9713
122642,134368
119670,9821
86837,4437
90830,1890
80678,1955
120603,39437
144120,11932
120791,6435
147612,10683
118636,9445
120789,2657
120157,9425
150230,32326
118799,637
124819,8675
100740,20701
120877,9945
120586,73
116481,18603
120722,46889
120684,3033
133952,9882
120484,10663
127536,4518
120879,1808
130018,3600
155753,17037
119643,297
116488,21589
89941,11893
90934,123056
73747,12223
87932,32081
91954,14924
91538,10002
99750,41817
50783,19426
85244,12560
120660,9798
134067,14444
120623,9487
120533,9466
140888,666
166396,10162
154420,309
69089,692
45826,24018
47034,1678
87344,39256
56142,1680
24216,244
74751,10730
91344,31947
89017,8130
89087,11532
89155,9749
97366,14628
89893,9626
91159,13698
91541,10466
90264,707
89489,11954
87928,9336
89822,10157
91777,12118
93756,10587
95882,11825
98105,11895
120595,9447
119304,12257
165494,37536
124198,10029
119248,27104
155975,11252
147004,8545
120324,10223
141109,9745
120844,200
120794,9837
128445,11545
138097,1934
87688,110643
39628,11881
89961,13764
98115,24951
89767,8879
89880,1369
83944,1368
95956,1370
89370,10303
88011,9326
88933,10328
94890,11285
79817,1367
84602,1371
89927,1374
100507,1375
88930,15196
90357,11904
92173,215875
90685,15596
91188,13818
91653,29968
91024,44326
87538,1885
91326,8856
97647,10495
97958,5825
128853,9489
120706,16885
120863,8741
133751,9276
120751,9822
41650,39314
129290,10312
120686,9441
120633,9422
142231,125582
119336,24525
120857,10368
120514,11365
144546,140897
118564,31662
127722,36136
120699,1363
150915,46992
145734,825
132512,15556
120710,28902
139699,14709
120458,9423
93072,14443
91225,10658
93075,6917
90768,24086
51622,11815
91064,9426
97368,10344
91875,15698
90660,2620
72271,30497
92076,16337
99994,25018
110978,16780
91877,12151
92112,25438
90917,33278
91605,192
91306,10945
91738,10013
90555,9671
92493,9396
92105,11038
91991,12278
90863,11873
90567,18588
91187,10015
92086,8388
120683,45712
151691,8129
149151,1618
112922,10722
160862,10314
138279,125548
163984,47139
54167,11167
120784,2112
145893,16172
138987,111794
128133,9524
174852,20595
70544,16306
124298,11622
139462,10207
120764,9849
119207,82865
155776,18892
132477,13466
151804,1542
137338,15256
134273,8224
123209,18417
120618,12479
70334,1847
98084,8913
105128,10906
106557,25748
109415,25749
85333,8769
84412,14742
51744,15856
65377,10671
71110,27932
75648,7227
76636,10670
72308,5919
80354,33518
79550,40160
70909,2362
74812,10803
63442,871
65462,1685
69768,1705
68408,1688
67065,1687
77189,166680
71455,11123
78740,29723
78856,31638
122933,9535
142192,9455
139134,796
120735,100
159696,84586
120646,30943
144814,7341
131646,10350
57129,11772
94964,9540
107626,31503
54443,11773
56931,30202
118665,22345
157016,1567
141098,1641
160429,47288
129332,10212
139668,10354
118682,11526
118892,8583
49408,16520
187819,16508
131369,11374
120757,16379
122906,125123
120613,28029
133093,603
147800,4951
120274,65749
129280,8970
120449,9840
119665,30950
154506,11660
139239,9430
151738,11355
105399,18764
126250,9465
133363,1414
119219,49981
123964,6522
143261,114719
136244,10209
125659,1902
133189,6396
120836,39964
120797,12596
126886,9451
120907,1946
137494,1844
138510,6552
162973,24584
115669,25471
138874,4154
155388,28519
37913,3309
87799,18462
89652,18252
99422,8592
120616,564
118826,13852
120865,25232
115005,33194
140379,10210
165078,17962
115693,9460
138414,4927
120659,122190
120915,1893
166252,31342
149723,44297
120680,95627
23245,15849
53085,18990
37098,29242
37099,29243
32818,31498
35096,29239
82766,15660
78346,1924
81573,8536
86393,9531
94074,11411
21814,138
36931,3103
21884,3035
31951,3077
34786,3074
35899,3076
50280,3079
36376,32023
34398,13666
89308,29794
48696,9077
73629,36685
84156,30168
44121,10785
45920,19483
46534,8974
49366,11549
84745,17918
53183,37305
52151,18784
125439,509
139809,1090
156794,24858
126859,15059
128278,12117
186508,11779
126261,41730
141105,13533
164085,62676
145660,817
120802,14283
120855,37135
144214,2275
184510,68426
122541,24137
120731,10376
130827,104
120370,15800
142342,9032
119038,9421
119743,55955
99052,6488
158983,9473
120891,8487
162677,10279
101318,2767
163651,2105
137363,1073
137439,10239
158811,10208
185937,2667
120663,345
139414,9825
161100,16158
120878,133575
87332,620
97428,2978
157503,10490
171363,11618
141369,332
162710,1812
149261,8914
132347,9824
163187,4806
162830,33430
49406,247
48254,10056
54331,967
56193,802
72684,3175
53198,147
55032,1628
96378,21185
91557,11120
91129,10136
90774,32060
90886,48259
88939,873
91637,26789
91530,11416
91419,10776
54033,24452
92534,9710
91554,31924
93818,30890
93051,24081
93690,20242
92627,39074
92850,66194
93415,2115
83967,3526
89816,41166
144168,16406
129167,10386
167404,745
155267,913
63688,912
168449,67323
120709,91076
138946,19457
131325,11353
120620,17707
165710,9781
168987,18212
138487,13817
119614,126996
77663,12185
57449,29056
53363,26857
55304,28501
59821,29030
58333,25319
91178,24103
88889,10552
66765,9267
77394,10766
82377,10768
80339,813
83530,2665
118604,9406
89670,11418
85995,11153
95188,14170
94737,2280
100419,11077
102719,28597
104740,22611
119843,39780
96244,10396
107798,9944
85334,850
130121,10154
133046,10342
176269,10366
105698,9349
188863,15122
156887,10494
160401,22314
91278,11037
95382,11955
103617,2038
73802,11963
58175,141489
104839,9096
181733,113273
120657,1911
138304,2900
160236,17709
164108,37718
144286,30964
163579,2162
125971,14578
126810,40694
157183,49184
145531,10307
164181,11601
118843,1075
151582,21719
178988,40879
97050,47951
31762,43832
45251,47697
102741,49792
107895,77064
81454,
88146,26522
76150,23761
86014,42114
59297,28295
63823,12105
169547,14
88178,24128
181316,11001
126916,10390
80491,9453
58182,704
127296,35122
77280,24153
89175,11797
97390,18086
111342,124475
61385,17887
68473,10669
82348,11527
50814,40867
108185,1049
111419,28032
73812,11326
82511,28377
99558,10975
91431,10974
150377,10398
120716,2290
140397,24071
129884,62994
160338,60994
159421,16112
168172,32305
164114,14429
134618,15198
120188,6415
162360,24066
133122,21430
134033,10381
194314,171982
87188,5622
106664,10349
31397,42518
95652,29787
79714,9638
86154,10576
91799,12662
23369,61369
56443,11712
156934,12618
167427,13824
171804,226
165854,10388
165874,17198
86200,9346
100802,861
82089,14412
91042,9377
86617,11541
37674,2457
68699,11901
61747,4929
76123,85325
80179,11230
65571,8416
95270,11054
37558,851
87980,24453
82979,18254
176093,56235
77405,16642
33804,3086
34240,16305
35169,32255
91214,48797
46126,19997
38559,3767
52225,17352
85549,535
104507,2731
61578,1654
87722,31043
59260,14831
58150,658
57076,657
55928,646
80453,5689
58461,391
119256,8052
104431,772
94008,31650
137523,550
160916,12220
119114,1610
192194,42881
166896,404
48977,42196
81633,36819
61138,42726
83946,9343
78754,16858
93206,42006
97123,11562
